User_ID,Session_ID,Date,Traffic_Source,Device_Type,Region,Product_Category,Product_ID,Page_View,Product_View,Add_to_Cart,Checkout,Purchase,Time_On_Page,Bounce_Flag,Payment_Method,Discount,Order_Value,Is_Returning_User
U4362,S135790,2025-04-17,Social Media,Mobile,South,Home & Kitchen,P1098,1,1,1,1,1,75.26,0,Net Banking,0,2471.85,0
U7111,S104274,2025-03-27,Paid Ads,Mobile,North,Books,P1366,1,0,0,0,0,18.33,1,Net Banking,1,0.0,1
U13204,S140236,2025-03-13,Affiliate,Mobile,West,Books,P1282,1,0,0,0,0,6.44,1,COD,1,0.0,1
U5145,S117771,2025-05-24,Paid Ads,Mobile,North,Fashion,P1052,1,0,0,0,0,9.08,1,COD,1,0.0,1
U8150,S108434,2025-03-12,Email,Desktop,West,Books,P1141,1,1,1,1,1,54.58,0,UPI,1,258.16,1
U15954,S122621,2025-03-13,Paid Ads,Mobile,North,Fashion,P1431,1,1,0,0,0,135.55,0,Debit Card,0,0.0,1
U10864,S105203,2025-03-06,Direct,Desktop,East,Home & Kitchen,P1413,1,1,0,0,0,107.58,0,Debit Card,0,0.0,1
U11249,S126114,2025-02-24,Paid Ads,Mobile,North,Fashion,P1325,1,0,0,0,0,5.55,1,Debit Card,1,0.0,1
U2442,S110823,2025-03-26,Organic Search,Desktop,West,Electronics,P1474,1,1,0,0,0,48.03,0,COD,1,0.0,0
U5234,S144424,2025-02-22,Direct,Mobile,East,Sports,P1250,1,0,0,0,0,5.09,1,COD,0,0.0,1
U11950,S113851,2025-06-20,Paid Ads,Mobile,East,Fashion,P1471,1,0,0,0,0,5.96,1,Credit Card,0,0.0,0
U824,S127994,2025-01-28,Direct,Mobile,South,Home & Kitchen,P1318,1,0,0,0,0,2.41,1,UPI,1,0.0,0
U10099,S101345,2025-03-27,Organic Search,Mobile,East,Home & Kitchen,P1370,1,0,0,0,0,6.26,1,Debit Card,0,0.0,1
U6347,S120538,2025-04-12,Organic Search,Mobile,North,Sports,P1132,1,1,0,0,0,96.8,0,COD,0,0.0,1
U15109,S118680,2025-02-06,Paid Ads,Desktop,West,Beauty,P1245,1,0,0,0,0,4.3,1,Debit Card,0,0.0,1
U5288,S128930,2025-04-04,Organic Search,Mobile,East,Electronics,P1325,1,0,0,0,0,18.46,1,Debit Card,1,0.0,1
U2197,S146608,2025-03-09,Direct,Mobile,East,Beauty,P1159,1,1,0,0,0,84.53,0,UPI,0,0.0,0
U12442,S121256,2025-02-02,Direct,Mobile,Central,Home & Kitchen,P1468,1,1,0,0,0,79.0,0,Credit Card,1,0.0,1
U13370,S116853,2025-01-14,Organic Search,Mobile,South,Electronics,P1347,1,1,1,0,0,156.37,0,Debit Card,0,0.0,0
U9227,S140733,2025-05-20,Organic Search,Mobile,East,Grocery,P1357,1,1,0,0,0,113.29,0,UPI,0,0.0,1
U17037,S133393,2025-06-03,Affiliate,Desktop,South,Fashion,P1220,1,1,0,0,0,82.42,0,Credit Card,1,0.0,1
U877,S125523,2025-04-25,Affiliate,Tablet,North,Fashion,P1215,1,1,1,0,0,99.71,0,Net Banking,0,0.0,0
U12684,S123397,2025-02-07,Social Media,Mobile,North,Home & Kitchen,P1462,1,0,0,0,0,1.68,1,COD,1,0.0,1
U583,S102455,2025-04-13,Paid Ads,Mobile,East,Beauty,P1052,1,1,0,0,0,72.15,0,Credit Card,1,0.0,1
U6000,S138184,2025-01-09,Organic Search,Desktop,North,Fashion,P1049,1,1,1,0,0,107.87,0,Credit Card,1,0.0,1
U2019,S124525,2025-06-09,Direct,Mobile,East,Sports,P1233,1,1,0,0,0,84.76,0,Wallet,1,0.0,1
U17574,S115874,2025-04-19,Organic Search,Tablet,Central,Electronics,P1314,1,0,0,0,0,9.17,1,Wallet,0,0.0,1
U3650,S137320,2025-01-09,Direct,Mobile,East,Electronics,P1255,1,0,0,0,0,14.14,1,COD,1,0.0,0
U1872,S129929,2025-06-19,Organic Search,Desktop,North,Sports,P1404,1,1,0,0,0,75.78,0,COD,0,0.0,1
U16819,S107642,2025-03-17,Organic Search,Desktop,North,Beauty,P1395,1,1,0,0,0,114.94,0,UPI,1,0.0,1
U2666,S135808,2025-04-25,Direct,Mobile,West,Home & Kitchen,P1498,1,1,0,0,0,71.86,0,COD,0,0.0,0
U2122,S116927,2025-01-22,Paid Ads,Mobile,South,Fashion,P1071,1,1,0,0,0,84.44,0,Debit Card,1,0.0,1
U8263,S141699,2025-04-21,Social Media,Desktop,North,Fashion,P1454,1,0,0,0,0,13.6,1,COD,0,0.0,0
U4457,S111074,2025-06-12,Email,Desktop,South,Grocery,P1370,1,0,0,0,0,11.86,1,Debit Card,0,0.0,1
U8020,S110937,2025-05-26,Social Media,Desktop,East,Fashion,P1212,1,1,0,0,0,51.11,0,Credit Card,0,0.0,1
U13260,S137382,2025-05-06,Direct,Mobile,North,Home & Kitchen,P1168,1,1,1,0,0,-1.0,0,Credit Card,1,0.0,1
U1478,S141383,2025-02-17,Direct,Desktop,South,Electronics,P1128,1,1,0,0,0,74.97,0,Net Banking,0,0.0,0
U5484,S123109,2025-03-08,Direct,Mobile,West,Electronics,P1100,1,0,0,0,0,8.13,1,Debit Card,1,0.0,1
U11861,S107195,2025-01-28,Paid Ads,Desktop,West,Beauty,P1118,1,1,0,0,0,141.05,0,Credit Card,0,0.0,1
U10011,S131371,2025-01-24,Social Media,Mobile,West,Fashion,P1072,1,1,0,0,0,106.18,0,COD,0,0.0,1
U3739,S148562,2025-03-08,Organic Search,Mobile,East,Home & Kitchen,P1259,1,1,0,0,0,102.2,0,Credit Card,0,0.0,1
U13491,S101816,2025-05-28,Paid Ads,Mobile,East,Fashion,P1315,1,1,0,0,0,37.16,0,Net Banking,1,0.0,0
U17111,S147755,2025-01-19,Paid Ads,Desktop,East,Home & Kitchen,P1285,1,0,0,0,0,14.03,1,UPI,1,0.0,1
U11490,S120501,2025-01-17,Paid Ads,Desktop,North,Electronics,P1465,1,0,0,0,0,2.72,1,Credit Card,0,0.0,0
U4178,S137619,2025-02-14,Email,Mobile,South,Electronics,P1172,1,1,0,0,0,139.6,0,COD,0,0.0,1
U4716,S148838,2025-05-08,Social Media,Desktop,North,Fashion,P1201,1,1,0,0,0,82.42,0,UPI,1,0.0,1
U8864,S140683,2025-06-01,Social Media,Desktop,South,Electronics,P1360,1,1,1,1,0,26.38,0,Debit Card,1,0.0,0
U14371,S140451,2025-03-03,Organic Search,Desktop,Central,Fashion,P1074,1,1,0,0,0,90.25,0,UPI,1,0.0,1
U869,S119206,2025-04-17,Paid Ads,Mobile,West,Beauty,P1419,1,1,0,0,0,91.32,0,Credit Card,0,0.0,1
U12656,S144400,2025-03-25,Social Media,Mobile,South,Electronics,P1039,1,1,0,0,0,116.6,0,UPI,0,0.0,0
U1055,S120952,2025-05-01,Paid Ads,Mobile,North,Fashion,P1421,1,0,0,0,0,5.97,1,Net Banking,1,0.0,0
U15408,S145772,2025-01-05,Direct,Desktop,East,Fashion,P1455,1,0,0,0,0,7.18,1,UPI,1,0.0,1
U12207,S117035,2025-04-13,Social Media,Desktop,South,Sports,P1115,1,0,0,0,0,5.6,1,COD,0,0.0,0
U15539,S129552,2025-01-02,Social Media,Mobile,East,Fashion,P1059,1,1,0,0,0,89.85,0,Debit Card,0,0.0,1
U4673,S112245,2025-06-14,Organic Search,Mobile,South,Beauty,P1165,1,1,0,0,0,56.69,0,Credit Card,0,0.0,1
U9015,S115879,2025-06-04,Email,Mobile,Central,Home & Kitchen,P1293,1,1,1,0,0,95.49,0,UPI,0,0.0,1
U5683,S125555,2025-06-04,Social Media,Mobile,West,Fashion,P1201,1,1,0,0,0,65.45,0,UPI,1,0.0,1
U1084,S102219,2025-06-05,Social Media,Mobile,West,Books,P1233,1,1,0,0,0,165.1,0,UPI,1,0.0,1
U17401,S108120,2025-04-15,Organic Search,Mobile,East,Fashion,P1418,1,0,0,0,0,17.41,1,UPI,0,0.0,1
U9720,S134672,2025-04-28,Organic Search,Mobile,Central,Sports,P1438,1,1,0,0,0,48.71,0,COD,1,0.0,1
U5708,S123763,2025-01-02,Direct,Mobile,West,Fashion,P1480,1,1,0,0,0,38.16,0,COD,0,0.0,1
U10725,S118002,2025-05-21,Paid Ads,Mobile,North,Grocery,P1294,1,0,0,0,0,18.69,1,UPI,1,0.0,0
U14584,S119522,2025-02-19,Social Media,Desktop,Central,Beauty,P1325,1,0,0,0,0,27.39,1,Net Banking,0,0.0,1
U16605,S109655,2025-03-29,Paid Ads,Mobile,West,Fashion,P1084,1,0,0,0,0,10.35,1,Credit Card,0,0.0,1
U10728,S113694,2025-06-17,Organic Search,Desktop,Central,Fashion,P1177,1,1,1,1,1,127.72,0,COD,0,1307.58,1
U9838,S119065,2025-05-16,Paid Ads,Mobile,South,Beauty,P1187,1,0,0,0,0,9.34,1,UPI,0,0.0,1
U12434,S135854,2025-01-01,Direct,Mobile,,Home & Kitchen,P1083,1,1,0,0,0,24.33,0,Debit Card,0,0.0,1
U719,S139374,2025-05-24,Organic Search,Desktop,North,Home & Kitchen,P1375,1,1,1,0,0,60.8,0,Wallet,1,0.0,1
U13417,S145495,2025-04-12,Email,Desktop,South,Fashion,P1330,1,1,1,1,0,73.55,0,COD,0,0.0,0
U10291,S143379,2025-03-06,Social Media,Mobile,West,Electronics,P1386,1,1,0,0,0,117.25,0,Debit Card,0,0.0,1
U16241,S120448,2025-02-22,Affiliate,Mobile,South,Sports,P1277,1,1,1,0,0,67.51,0,COD,0,0.0,1
U10252,S147161,2025-02-24,Paid Ads,Desktop,Central,Home & Kitchen,P1030,1,1,1,0,0,96.17,0,Debit Card,0,0.0,0
U12753,S124694,2025-03-25,Direct,Tablet,Central,Beauty,P1436,1,1,1,0,0,135.42,0,UPI,1,0.0,1
U11478,S147515,2025-04-02,Direct,Desktop,West,Beauty,P1116,1,1,0,0,0,101.31,0,Wallet,1,0.0,0
U87,S145859,2025-06-04,Organic Search,Mobile,Central,Fashion,P1095,1,1,0,0,0,41.82,0,COD,1,0.0,1
U8161,S109329,2025-04-26,Paid Ads,Desktop,Central,Grocery,P1002,1,1,0,0,0,68.8,0,UPI,0,0.0,1
U1340,S118488,2025-06-28,Organic Search,Desktop,East,Electronics,P1387,1,1,1,0,0,99.49,0,Net Banking,0,0.0,1
U12758,S107895,2025-04-26,Social Media,Desktop,North,Sports,P1282,1,0,0,0,0,12.44,1,COD,1,0.0,1
U15864,S118456,2025-03-10,Email,Mobile,East,Electronics,P1488,1,1,0,0,0,134.74,0,UPI,1,0.0,0
U11674,S122082,2025-04-01,Social Media,Mobile,North,Books,P1462,1,0,0,0,0,15.14,1,UPI,1,0.0,1
U3276,S109767,2025-02-26,Organic Search,Desktop,North,Electronics,P1019,1,1,1,1,1,109.7,0,Credit Card,1,1362.87,0
U2503,S131126,2025-03-24,Organic Search,Desktop,South,Grocery,P1045,1,1,1,0,0,97.71,0,COD,1,0.0,1
U12652,S137121,2025-05-03,Organic Search,Mobile,West,Sports,P1196,1,0,0,0,0,18.17,1,Debit Card,1,0.0,0
U14058,S149546,2025-02-04,Organic Search,Mobile,South,Fashion,P1408,1,0,0,0,0,12.29,1,Credit Card,0,0.0,0
U1430,S111821,2025-02-14,Organic Search,Desktop,West,Home & Kitchen,P1380,1,1,1,1,1,44.92,0,Credit Card,0,2007.25,0
U9354,S111140,2025-06-04,Paid Ads,Mobile,East,Home & Kitchen,P1016,1,1,0,0,0,45.69,0,Debit Card,1,0.0,0
U12942,S147913,2025-04-25,Social Media,Tablet,West,Beauty,P1030,1,1,1,1,1,69.31,0,UPI,0,910.96,0
U4789,S109039,2025-01-30,Paid Ads,Mobile,West,Books,P1401,1,1,0,0,0,38.33,0,Debit Card,1,0.0,0
U12200,S102946,2025-05-15,Social Media,Mobile,South,Beauty,P1186,1,1,0,0,0,132.42,0,Wallet,0,0.0,1
U6139,S121833,2025-03-31,Paid Ads,Desktop,North,Books,P1490,1,0,0,0,0,15.63,1,UPI,1,0.0,1
U1763,S102547,2025-03-05,Paid Ads,Desktop,West,Electronics,P1006,1,0,0,0,0,17.83,1,Net Banking,0,0.0,0
U6592,S100107,2025-06-25,Social Media,Desktop,West,Home & Kitchen,P1365,1,1,1,0,0,29.18,0,COD,0,0.0,1
U2447,S115527,2025-02-11,Organic Search,Mobile,South,Fashion,P1380,1,1,0,0,0,114.12,0,COD,0,0.0,0
U10538,S103905,2025-02-25,Organic Search,Mobile,East,Books,P1428,1,0,0,0,0,16.88,1,UPI,1,0.0,1
U15223,S142694,2025-01-25,Direct,Desktop,South,Beauty,P1144,1,1,0,0,0,77.67,0,UPI,1,0.0,1
U5451,S134231,2025-06-11,Social Media,Mobile,Central,Books,P1105,1,0,0,0,0,11.17,1,Net Banking,0,0.0,1
U4644,S146268,2025-05-24,Direct,Mobile,West,Electronics,P1446,1,1,0,0,0,191.32,0,Debit Card,0,0.0,0
U2290,S127462,2025-01-14,Paid Ads,Desktop,West,Books,P1435,1,0,0,0,0,21.27,1,Credit Card,0,0.0,1
U14798,S134898,2025-04-30,Social Media,Mobile,South,Electronics,P1214,1,1,1,0,0,69.96,0,Debit Card,0,0.0,1
U4973,S136354,2025-04-19,Direct,Desktop,Central,Electronics,P1433,1,1,0,0,0,87.06,0,Wallet,1,0.0,0
U17739,S148161,2025-04-28,Paid Ads,Mobile,North,Sports,P1384,1,1,0,0,0,159.63,0,Debit Card,0,0.0,1
U9834,S107336,2025-02-16,Social Media,Desktop,East,Grocery,P1430,1,1,0,0,0,93.38,0,UPI,0,0.0,1
U12554,S138761,2025-01-03,Paid Ads,Desktop,South,Grocery,P1329,1,1,1,1,1,65.38,0,UPI,1,668.57,1
U4025,S129324,2025-05-27,Social Media,Mobile,South,Sports,P1475,1,1,0,0,0,90.54,0,UPI,1,0.0,0
U2382,S128945,2025-03-11,Direct,Mobile,East,Fashion,P1467,1,1,1,1,1,131.37,0,Credit Card,1,2307.77,0
U9101,S107540,2025-06-25,Direct,Mobile,East,Electronics,P1364,1,0,0,0,0,14.12,1,Credit Card,1,0.0,0
U465,S107591,2025-04-29,Social Media,Mobile,Central,Beauty,P1481,1,0,0,0,0,5.96,1,Credit Card,0,0.0,1
U15385,S100591,2025-04-20,Email,Mobile,West,Beauty,P1400,1,1,0,0,0,141.27,0,Debit Card,1,0.0,0
U3783,S100198,2025-01-29,Direct,Tablet,Central,Home & Kitchen,P1455,1,1,1,0,0,150.7,0,Wallet,1,0.0,0
U4547,S110712,2025-03-09,Paid Ads,Desktop,West,Fashion,P1167,1,0,0,0,0,8.95,1,Debit Card,0,0.0,1
U15749,S124075,2025-01-31,Paid Ads,Mobile,North,Home & Kitchen,P1084,1,0,0,0,0,4.85,1,UPI,0,0.0,1
U5671,S149482,2025-01-10,Organic Search,Desktop,West,Electronics,P1126,1,1,0,0,0,134.54,0,Credit Card,0,0.0,1
U14094,S125004,2025-05-06,Paid Ads,Desktop,East,Fashion,P1085,1,1,1,1,0,159.88,0,Credit Card,0,0.0,0
U7248,S140552,2025-02-08,Paid Ads,Desktop,Central,Electronics,P1265,1,0,0,0,0,5.7,1,UPI,1,0.0,0
U7119,S108193,2025-04-24,Direct,Mobile,North,Sports,P1395,1,1,0,0,0,112.02,0,UPI,0,0.0,1
U5466,S102415,2025-01-01,Organic Search,Desktop,South,Beauty,P1057,1,0,0,0,0,5.9,1,Credit Card,0,0.0,0
U15737,S141212,2025-06-09,Organic Search,Tablet,South,Home & Kitchen,P1401,1,0,0,0,0,15.49,1,Debit Card,1,0.0,0
U9491,S109113,2025-03-09,Paid Ads,Desktop,East,Home & Kitchen,P1252,1,1,0,0,0,46.29,0,Credit Card,0,0.0,0
U2684,S140095,2025-01-15,Direct,Mobile,,Electronics,P1386,1,0,0,0,0,12.27,1,Credit Card,1,0.0,1
U13119,S126618,2025-06-14,Social Media,Desktop,East,Beauty,P1028,1,0,0,0,0,9.72,1,UPI,1,0.0,0
U11797,S134285,2025-01-19,Direct,Mobile,East,Fashion,P1435,1,1,0,0,0,95.03,0,Credit Card,0,0.0,0
U1537,S110827,2025-06-21,Social Media,Mobile,North,Grocery,P1101,1,1,0,0,0,86.62,0,UPI,0,0.0,0
U9864,S145592,2025-05-20,Paid Ads,Desktop,West,Grocery,P1068,1,1,0,0,0,192.72,0,COD,1,0.0,1
U15486,S127975,2025-04-23,Paid Ads,Mobile,South,Fashion,P1107,1,1,0,0,0,92.84,0,Debit Card,1,0.0,0
U15688,S126934,2025-01-10,Email,Mobile,West,Fashion,P1009,1,1,1,0,0,134.42,0,Credit Card,0,0.0,1
U10145,S110514,2025-05-17,Direct,Mobile,West,Electronics,P1291,1,1,0,0,0,193.28,0,COD,0,0.0,1
U9805,S124795,2025-01-24,Email,Mobile,South,Beauty,P1382,1,1,0,0,0,41.94,0,UPI,1,0.0,0
U4894,S134144,2025-04-25,Organic Search,Mobile,East,Fashion,P1168,1,1,1,1,0,75.08,0,UPI,1,0.0,1
U8554,S107731,2025-01-01,Organic Search,Mobile,North,Sports,P1490,1,1,0,0,0,91.7,0,Net Banking,1,0.0,0
U16581,S103558,2025-03-27,Paid Ads,Mobile,South,Books,P1012,1,1,1,0,0,74.56,0,Wallet,0,0.0,1
U5222,S120128,2025-01-15,Organic Search,Mobile,South,Fashion,P1469,1,1,0,0,0,110.55,0,COD,0,0.0,1
U3085,S143013,2025-04-04,Email,Mobile,Central,Beauty,P1194,1,1,1,1,1,100.03,0,Debit Card,0,657.46,1
U9611,S142027,2025-04-22,Paid Ads,Mobile,East,Books,P1477,1,1,1,0,0,92.91,0,COD,0,0.0,0
U10127,S133243,2025-03-29,Email,Desktop,South,Grocery,P1159,1,0,0,0,0,15.44,1,UPI,0,0.0,1
U16888,S100984,2025-02-02,Paid Ads,Mobile,East,Sports,P1294,1,1,0,0,0,81.39,0,COD,1,0.0,1
U17169,S147198,2025-02-23,Email,Mobile,West,Fashion,P1337,1,1,0,0,0,97.46,0,UPI,0,0.0,0
U1168,S144133,2025-03-29,Email,Mobile,North,Fashion,P1160,1,1,0,0,0,97.24,0,UPI,1,0.0,0
U4566,S119286,2025-04-18,Organic Search,Tablet,South,Fashion,P1485,1,0,0,0,0,14.64,1,UPI,0,0.0,1
U17511,S104723,2025-04-19,Paid Ads,Mobile,North,Fashion,P1009,1,1,0,0,0,200.94,0,Credit Card,0,0.0,0
U2266,S118347,2025-04-07,Email,Mobile,North,Home & Kitchen,P1377,1,1,1,0,0,91.8,0,UPI,0,0.0,0
U2282,S120543,2025-03-11,Social Media,Mobile,South,Electronics,P1096,1,0,0,0,0,14.66,1,Credit Card,1,0.0,0
U12156,S111912,2025-01-02,Social Media,Mobile,South,Electronics,P1470,1,0,0,0,0,21.22,1,Credit Card,1,0.0,0
U521,S104736,2025-06-20,Social Media,Desktop,East,Home & Kitchen,P1356,1,1,1,0,0,107.33,0,Debit Card,1,0.0,1
U16125,S140717,2025-06-02,Organic Search,Mobile,East,Electronics,P1345,1,0,0,0,0,6.41,1,UPI,1,0.0,1
U8287,S127806,2025-01-03,Social Media,Desktop,South,Electronics,P1216,1,1,1,1,1,72.6,0,UPI,1,6866.2,1
U40,S106159,2025-06-23,Direct,Desktop,West,Fashion,P1467,1,1,0,0,0,108.59,0,UPI,0,0.0,1
U16716,S121986,2025-01-21,Organic Search,Mobile,South,Electronics,P1220,1,1,1,0,0,119.65,0,Wallet,0,0.0,1
U16928,S128974,2025-04-07,Paid Ads,Mobile,South,Beauty,P1373,1,1,1,1,0,75.87,0,Wallet,0,0.0,0
U1713,S107092,2025-01-03,Affiliate,Desktop,East,Electronics,P1338,1,0,0,0,0,12.03,1,UPI,1,0.0,1
U15395,S108235,2025-05-14,Direct,Tablet,West,Home & Kitchen,P1390,1,0,0,0,0,4.96,1,UPI,1,0.0,1
U3099,S123916,2025-02-05,Email,Mobile,East,Home & Kitchen,P1230,1,1,0,0,0,25.99,0,UPI,1,0.0,0
U10900,S102312,2025-04-04,Direct,Mobile,Central,Electronics,P1323,1,1,0,0,0,108.28,0,COD,0,0.0,1
U1376,S104817,2025-04-21,Paid Ads,Desktop,North,Electronics,P1259,1,0,0,0,0,12.87,1,Credit Card,1,0.0,1
U11753,S146867,2025-03-28,Paid Ads,Desktop,South,Electronics,P1358,1,0,0,0,0,23.63,1,UPI,0,0.0,1
U2123,S113802,2025-06-18,Organic Search,Mobile,South,Electronics,P1270,1,1,0,0,0,106.15,0,Credit Card,1,0.0,0
U8154,S126433,2025-05-26,Direct,Mobile,West,Home & Kitchen,P1281,1,1,0,0,0,52.69,0,UPI,1,0.0,1
U1771,S140143,2025-01-25,Organic Search,Desktop,North,Electronics,P1147,1,0,0,0,0,17.19,1,UPI,0,0.0,0
U358,S106580,2025-01-01,Email,Desktop,East,Beauty,P1367,1,1,0,0,0,16.95,0,Wallet,1,0.0,1
U16857,S101741,2025-06-29,Direct,Desktop,North,Fashion,P1460,1,1,1,0,0,99.39,0,COD,1,0.0,0
U10144,S120888,2025-04-01,Email,Mobile,,Fashion,P1155,1,0,0,0,0,12.97,1,Debit Card,1,0.0,0
U8415,S149979,2025-04-06,Social Media,Mobile,West,Books,P1283,1,0,0,0,0,7.61,1,Credit Card,1,0.0,0
U9804,S138238,2025-02-03,Organic Search,Mobile,Central,Electronics,P1368,1,1,1,0,0,94.12,0,Debit Card,0,0.0,1
U3320,S142639,2025-04-11,Organic Search,Mobile,East,Electronics,P1278,1,1,1,0,0,45.32,0,UPI,0,0.0,1
U6435,S114425,2025-01-06,Social Media,Mobile,West,Grocery,P1256,1,0,0,0,0,5.58,1,Wallet,1,0.0,0
U15060,S101777,2025-04-05,Paid Ads,Tablet,North,Grocery,P1008,1,0,0,0,0,9.45,1,UPI,1,0.0,0
U6485,S129278,2025-05-29,Social Media,Mobile,East,Fashion,P1072,1,1,0,0,0,125.61,0,COD,0,0.0,0
U6004,S146594,2025-01-14,Email,Desktop,West,Fashion,P1403,1,1,1,0,0,154.79,0,Credit Card,1,0.0,1
U15691,S121489,2025-03-17,Direct,Mobile,North,Fashion,P1441,1,1,1,0,0,153.55,0,Net Banking,1,0.0,0
U6652,S105264,2025-04-23,Social Media,Desktop,East,Fashion,P1231,1,0,0,0,0,21.7,1,Credit Card,1,0.0,0
U8233,S107484,2025-03-08,Paid Ads,Mobile,West,Electronics,P1241,1,0,0,0,0,15.62,1,UPI,1,0.0,1
U8295,S127059,2025-03-03,Social Media,Desktop,East,Fashion,P1064,1,1,1,1,0,146.84,0,Credit Card,0,0.0,0
U826,S118238,2025-05-04,Social Media,Mobile,North,Electronics,P1262,1,1,1,0,0,88.55,0,Credit Card,0,0.0,1
U7711,S103961,2025-05-03,Paid Ads,Tablet,West,Electronics,P1369,1,1,0,0,0,31.04,0,UPI,1,0.0,0
U16236,S100525,2025-05-08,Organic Search,Mobile,East,Home & Kitchen,P1147,1,1,1,0,0,53.98,0,Net Banking,1,0.0,0
U3618,S139403,2025-01-06,Affiliate,Mobile,East,Electronics,P1488,1,1,1,0,0,37.26,0,UPI,0,0.0,1
U3412,S103195,2025-03-27,Direct,Mobile,North,Grocery,P1085,1,1,0,0,0,141.72,0,Net Banking,0,0.0,0
U976,S147554,2025-03-30,Direct,Desktop,West,Grocery,P1359,1,1,1,0,0,95.54,0,COD,1,0.0,1
U9443,S148030,2025-04-12,Organic Search,Tablet,South,Books,P1068,1,1,0,0,0,83.99,0,COD,0,0.0,0
U11349,S141432,2025-05-21,Email,Desktop,North,Grocery,P1213,1,1,0,0,0,115.37,0,Wallet,1,0.0,0
U10602,S129163,2025-03-29,Social Media,Desktop,West,Beauty,P1169,1,0,0,0,0,16.37,1,Net Banking,1,0.0,1
U13197,S145263,2025-03-09,Social Media,Mobile,Central,Fashion,P1051,1,0,0,0,0,1.0,1,UPI,1,0.0,0
U6388,S109047,2025-03-22,Email,Mobile,West,Home & Kitchen,P1268,1,0,0,0,0,-1.0,1,UPI,1,0.0,0
U4988,S133729,2025-03-03,Social Media,Mobile,West,Sports,P1412,1,0,0,0,0,11.32,1,Debit Card,0,0.0,1
U8015,S112552,2025-04-11,Organic Search,Mobile,North,Sports,P1385,1,1,0,0,0,126.65,0,UPI,1,0.0,0
U16852,S139031,2025-04-12,Affiliate,Mobile,West,Electronics,P1209,1,1,0,0,0,164.96,0,COD,0,0.0,1
U1127,S116674,2025-01-29,Social Media,Mobile,South,Fashion,P1352,1,0,0,0,0,1.0,1,Debit Card,1,0.0,0
U12275,S132446,2025-01-23,Organic Search,Desktop,East,Fashion,P1198,1,0,0,0,0,3.05,1,UPI,1,0.0,0
U8119,S120225,2025-01-21,Organic Search,Mobile,South,Books,P1182,1,1,0,0,0,135.26,0,Credit Card,1,0.0,1
U8049,S135686,2025-03-27,Organic Search,Mobile,South,Beauty,P1130,1,1,0,0,0,112.62,0,Credit Card,1,0.0,1
U16017,S131009,2025-06-23,Organic Search,Desktop,West,Grocery,P1108,1,0,0,0,0,17.39,1,Credit Card,0,0.0,0
U16389,S148015,2025-06-21,Affiliate,Desktop,West,Fashion,P1010,1,0,0,0,0,1.0,1,Credit Card,0,0.0,1
U17787,S107116,2025-03-11,Paid Ads,Mobile,East,Sports,P1151,1,0,0,0,0,10.03,1,Wallet,0,0.0,0
U6526,S100293,2025-06-22,Social Media,Tablet,South,Electronics,P1075,1,0,0,0,0,10.57,1,UPI,0,0.0,1
U12257,S109645,2025-01-26,Direct,Mobile,North,Electronics,P1027,1,0,0,0,0,7.33,1,UPI,0,0.0,1
U17105,S102475,2025-04-28,Organic Search,Desktop,South,Electronics,P1191,1,0,0,0,0,23.87,1,UPI,0,0.0,0
U537,S149779,2025-03-30,Direct,Desktop,South,Books,P1474,1,1,1,1,0,80.15,0,Net Banking,1,0.0,0
U10674,S136240,2025-02-19,Paid Ads,Tablet,North,Sports,P1033,1,1,0,0,0,8.93,0,UPI,0,0.0,1
U14722,S106775,2025-04-27,Paid Ads,mobile,South,Sports,P1490,1,1,0,0,0,48.61,0,COD,1,0.0,1
U9487,S127577,2025-05-09,Affiliate,Desktop,West,Books,P1052,1,0,0,0,0,17.78,1,UPI,1,0.0,1
U16427,S118050,2025-04-19,Direct,Mobile,North,Electronics,P1186,1,1,1,1,0,109.35,0,UPI,0,0.0,1
U14153,S143921,2025-06-10,Direct,Mobile,North,Beauty,P1199,1,1,0,0,0,117.17,0,Debit Card,0,0.0,0
U6897,S131542,2025-02-12,Paid Ads,Desktop,West,Sports,P1013,1,1,1,1,0,56.98,0,Net Banking,1,0.0,0
U3666,S119476,2025-05-20,Email,Mobile,Central,Home & Kitchen,P1446,1,0,0,0,0,15.0,1,Debit Card,1,0.0,0
U13047,S114714,2025-06-17,Direct,Desktop,West,Fashion,P1037,1,1,0,0,0,112.4,0,Debit Card,0,0.0,1
U14791,S130993,2025-02-09,Paid Ads,Desktop,West,Books,P1205,1,0,0,0,0,17.76,1,Credit Card,0,0.0,0
U11913,S121831,2025-05-05,Direct,Mobile,East,Books,P1472,1,0,0,0,0,19.39,1,Debit Card,0,0.0,1
U15676,S111504,2025-05-12,Organic Search,Mobile,South,Electronics,P1355,1,0,0,0,0,11.34,1,Net Banking,1,0.0,0
U6117,S110663,2025-01-10,Paid Ads,Mobile,West,Grocery,P1038,1,0,0,0,0,7.83,1,COD,0,0.0,1
U2742,S134817,2025-03-09,Direct,Mobile,North,Books,P1410,1,0,0,0,0,19.82,1,Debit Card,1,0.0,0
U7689,S145232,2025-03-20,Affiliate,Mobile,East,Home & Kitchen,P1231,1,1,0,0,0,107.37,0,Debit Card,1,0.0,0
U17677,S108339,2025-05-13,Paid Ads,Mobile,North,Grocery,P1117,1,1,1,0,0,169.96,0,Credit Card,1,0.0,0
